,county,state,hazard score,wildfire,tornado,landslide,hurricane,earthquake,drought,heatwave,avalanche,flood
1331,Marion County,AR,9,1,2,1,1,2,0,1,0,1
1332,Marion County,WV,10,1,1,3,1,1,0,1,0,2
1333,Marion County,GA,11,3,2,1,2,1,0,1,0,1
1334,Marion County,FL,13,3,2,1,3,1,0,1,0,2
1335,Marion County,AL,9,2,2,1,1,1,0,1,0,1
1336,Marion County,SC,14,2,2,1,3,2,0,1,0,3
1337,Marion County,TX,10,3,3,1,0,1,0,1,0,1
1338,Marion County,TN,13,3,1,3,1,2,0,1,0,2
1339,Marion County,MS,15,3,3,2,3,1,0,1,0,2
1340,Marinette County,WI,6,1,1,1,0,1,0,1,0,1
1341,Marin County,CA,14,3,1,3,0,3,0,1,0,3
1342,Maries County,MO,9,1,1,1,1,1,0,3,0,1
1343,Maricopa County,AZ,12,2,1,1,0,1,1,3,0,3
1344,Marengo County,AL,11,1,2,1,2,1,0,3,0,1
1345,Marathon County,WI,9,1,2,1,0,1,0,2,0,2
1346,Manitowoc County,WI,9,1,2,1,0,1,0,1,0,3
1347,Manistee County,MI,7,1,1,1,0,1,0,2,0,1
1348,Manatee County,FL,15,2,3,1,2,1,0,3,0,3
1349,Manassas Park County,VA,7,1,0,1,0,1,0,2,0,2
1350,Manassas County,VA,14,1,3,1,3,1,0,2,0,3
1351,Malheur County,OR,10,3,1,1,0,2,1,1,0,1
1352,Major County,OK,9,1,3,1,0,1,0,2,0,1
1353,Mahoning County,OH,12,1,3,2,1,1,0,1,0,3
1354,Mahnomen County,MN,6,1,1,1,0,1,0,1,0,1
1355,Mahaska County,IA,9,1,2,2,0,1,0,2,0,1
1356,Magoffin County,KY,11,1,1,3,1,1,0,3,0,1
1357,Madison County,MT,8,1,1,2,0,2,0,1,0,1
1358,Madison County,NE,10,1,3,1,0,1,0,1,0,3
1359,Madison County,IA,8,1,2,2,0,1,0,1,0,1
1360,Madison County,IN,9,1,3,1,0,1,0,1,0,2
1361,Madison County,ID,7,1,1,1,0,2,0,1,0,1
1362,Madison County,OH,6,1,1,1,0,1,0,1,0,1
1363,Madison County,NC,10,1,1,3,0,2,0,1,0,2
1364,Madison County,TN,12,1,3,1,1,2,0,1,0,3
1365,Madison County,KY,10,2,2,2,0,1,0,1,0,2
1366,Madison County,VA,11,1,2,3,2,1,0,1,0,1
1367,Madison County,IL,10,1,3,2,0,2,0,1,0,1
1368,Madison County,MO,8,1,2,1,0,2,0,1,0,1
1369,Madison County,AR,7,1,1,2,0,1,0,1,0,1
1370,Madison Parish,LA,11,1,3,2,2,1,0,1,0,1
1371,Madison County,TX,9,1,2,1,2,1,0,1,0,1
1372,Madison County,AL,13,1,3,2,2,1,0,1,0,3
1373,Madison County,GA,11,1,2,3,2,1,0,1,0,1
1374,Madison County,MS,14,2,3,2,2,1,0,1,0,3
1375,Madison County,FL,13,3,2,1,2,1,0,1,0,3
1376,Madison County,NY,8,1,1,2,1,1,0,1,0,1
1377,Madera County,CA,15,3,1,1,0,2,3,3,0,2
1378,Macoupin County,IL,10,1,2,1,0,2,0,3,0,1
1379,Macon County,IL,9,1,3,1,0,1,0,2,0,1
1380,Macon County,MO,9,1,2,2,0,1,0,2,0,1
1381,Macon County,TN,9,1,2,1,1,1,0,2,0,1
1382,Macon County,AL,11,1,1,1,2,1,0,2,0,3
1383,Macon County,GA,11,3,1,1,2,1,0,2,0,1
1384,Macon County,NC,12,1,1,3,1,2,0,2,0,2
1385,Macomb County,MI,9,1,2,1,0,1,0,1,0,3
1386,Mackinac County,MI,6,1,0,1,0,1,0,2,0,1
1387,Lyon County,MN,9,1,2,1,0,1,0,1,0,3
1388,Lyon County,IA,8,1,3,1,0,1,0,1,0,1
1389,Lyon County,KY,7,1,1,1,0,2,0,1,0,1
1390,Lyon County,KS,10,2,3,1,0,1,0,1,0,2
1391,Lyon County,NV,13,2,1,1,0,3,2,1,0,3
1392,Lynn County,TX,8,1,2,1,0,1,0,2,0,1
1393,Lynchburg County,VA,12,1,0,3,2,1,0,2,0,3
1394,Lyman County,SD,8,1,1,3,0,1,0,1,0,1
1395,Lycoming County,PA,12,1,2,3,1,1,0,1,0,3
1396,Luzerne County,PA,11,1,2,3,1,1,0,1,0,2
1397,Lunenburg County,VA,10,2,1,1,2,1,0,2,0,1
1398,Luna County,NM,9,1,1,1,0,1,1,3,0,1
1399,Lumpkin County,GA,13,1,3,3,0,2,0,3,0,1
1400,Luce County,MI,7,2,1,1,0,1,0,1,0,1
1401,Lucas County,OH,9,1,2,1,0,1,0,1,0,3
1402,Lucas County,IA,7,1,1,2,0,1,0,1,0,1
1403,Lubbock County,TX,11,1,3,1,0,1,0,3,0,2
1404,Lowndes County,AL,14,2,2,1,2,1,0,3,0,3
1405,Lowndes County,GA,15,3,2,1,3,1,0,3,0,2
1406,Lowndes County,MS,14,1,3,1,2,1,0,3,0,3
1407,Loving County,TX,7,1,1,1,0,1,0,2,0,1
1408,Love County,OK,9,1,2,1,0,1,0,3,0,1
1409,Loup County,NE,8,1,2,1,0,1,0,2,0,1
1410,Louisa County,IA,9,1,2,1,0,1,0,3,0,1
1411,Louisa County,VA,11,1,1,1,2,2,0,3,0,1
1412,Loudoun County,VA,13,1,2,2,2,1,0,2,0,3
1413,Loudon County,TN,12,1,1,3,0,2,0,2,0,3
1414,Los Angeles County,CA,19,3,1,2,0,3,3,3,1,3
1415,Los Alamos County,NM,10,3,0,1,0,2,0,3,0,1
1416,Lorain County,OH,10,1,3,1,0,1,0,1,0,3
1417,Lonoke County,AR,14,1,3,2,1,2,0,3,0,2
1418,Long County,GA,15,3,1,1,3,1,0,3,0,3
1419,Logan County,NE,6,1,1,1,0,1,0,1,0,1
1420,Logan County,ND,7,1,1,2,0,1,0,1,0,1
1421,Logan County,OH,6,1,1,1,0,1,0,1,0,1
1422,Logan County,IL,8,1,3,1,0,1,0,1,0,1
1423,Logan County,CO,7,1,2,1,0,1,0,1,0,1
1424,Logan County,OK,9,1,3,1,1,1,0,1,0,1
1425,Logan County,KS,6,1,1,1,0,1,0,1,0,1
1426,Logan County,KY,8,1,2,1,1,1,0,1,0,1
1427,Logan County,WV,10,1,0,3,2,1,0,1,0,2
1428,Logan County,AR,9,1,2,2,1,1,0,1,0,1
1429,Llano County,TX,11,1,1,1,1,1,0,3,0,3
1430,Livingston County,IL,9,1,2,2,0,1,0,2,0,1
1431,Livingston County,MO,7,1,1,1,0,1,0,2,0,1
1432,Livingston County,KY,10,1,1,1,0,2,0,2,0,3
1433,Livingston Parish,LA,15,2,2,2,3,1,0,2,0,3
1434,Livingston County,NY,10,1,1,2,1,1,0,2,0,2
1435,Livingston County,MI,10,1,3,1,0,1,0,2,0,2
1436,Live Oak County,TX,11,1,2,1,2,1,0,3,0,1
1437,Little River County,AR,8,1,1,1,0,1,0,3,0,1
1438,Litchfield County,CT,9,1,2,1,2,1,0,1,0,1
1439,Lipscomb County,TX,8,1,2,1,0,1,0,2,0,1
1440,Linn County,IA,10,1,3,1,0,1,0,1,0,3
1441,Linn County,OR,11,2,1,2,0,2,0,1,0,3
1442,Linn County,MO,7,1,1,2,0,1,0,1,0,1
1443,Linn County,KS,7,1,2,1,0,1,0,1,0,1
1444,Lincoln County,MT,10,3,0,1,0,2,0,2,1,1
1445,Lincoln County,WA,7,1,1,1,0,1,0,2,0,1
1446,Lincoln County,NE,10,1,2,1,0,1,0,2,0,3
1447,Lincoln County,MN,8,1,2,1,0,1,0,2,0,1
1448,Lincoln County,ME,9,1,1,1,1,2,0,2,0,1
1449,Lincoln County,OR,11,1,1,2,0,3,0,2,0,2
1450,Lincoln County,SD,9,1,3,1,0,1,0,2,0,1
1451,Lincoln County,WY,12,1,1,2,0,2,0,2,3,1
1452,Lincoln County,ID,9,3,1,1,0,1,0,2,0,1
1453,Lincoln County,OK,10,2,3,1,0,1,0,2,0,1
1454,Lincoln County,KS,9,1,2,2,0,1,0,2,0,1
1455,Lincoln County,CO,9,1,2,2,0,1,0,2,0,1
1456,Lincoln County,WV,11,2,1,3,0,1,0,2,0,2
1457,Lincoln County,NV,10,3,1,1,0,2,0,2,0,1
1458,Lincoln County,KY,9,1,2,2,0,1,0,2,0,1
1459,Lincoln County,MO,10,1,2,2,0,1,0,2,0,2
1460,Lincoln County,NC,15,2,3,3,2,1,0,2,0,2
1461,Lincoln County,TN,12,1,3,2,1,1,0,2,0,2
1462,Lincoln County,GA,13,1,3,2,2,2,0,2,0,1
1463,Lincoln County,NM,8,2,1,1,0,1,0,2,0,1
1464,Lincoln County,WI,8,1,1,1,0,1,0,2,0,2
1465,Lincoln County,MS,14,3,3,2,2,1,0,2,0,1
1466,Lincoln County,AR,10,1,2,1,2,1,0,2,0,1
1467,Lincoln Parish,LA,10,1,3,1,1,1,0,2,0,1
1468,Limestone County,AL,11,1,3,1,1,1,0,2,0,2
1469,Limestone County,TX,10,1,2,2,1,1,0,2,0,1
1470,Licking County,OH,9,1,2,1,0,1,0,2,0,2
1471,Liberty County,MT,8,1,1,3,0,1,0,1,0,1
1472,Liberty County,GA,13,3,1,1,3,1,0,1,0,3
1473,Liberty County,FL,12,3,1,1,3,1,0,1,0,2
1474,Liberty County,TX,12,1,2,1,3,1,0,1,0,3
1475,Lexington County,VA,9,1,0,1,0,1,0,3,0,3
1476,Lexington County,SC,17,3,2,2,2,2,0,3,0,3
1477,Lewis and Clark County,MT,11,3,1,2,0,2,0,1,0,2
1478,Lewis County,WA,10,1,1,2,0,2,0,1,2,1
1479,Lewis County,ID,5,1,0,1,0,1,0,1,0,1
1480,Lewis County,MO,9,1,2,2,0,1,0,1,0,2
1481,Lewis County,KY,9,1,1,2,1,1,0,1,0,2
1482,Lewis County,WV,9,1,1,3,0,1,0,1,0,2
1483,Lewis County,TN,8,1,1,1,1,2,0,1,0,1
1484,Lewis County,NY,6,1,1,1,0,1,0,1,0,1
1485,Levy County,FL,14,3,1,1,3,1,0,3,0,2
1486,Letcher County,KY,10,1,1,3,0,1,0,3,0,1
1487,Leslie County,KY,11,1,1,3,0,2,0,3,0,1
1488,Leon County,FL,14,2,2,1,3,1,0,3,0,2
1489,Leon County,TX,9,1,1,1,1,1,0,3,0,1
1490,Lenoir County,NC,15,1,3,1,3,1,0,3,0,3
1491,Lenawee County,MI,7,1,2,1,0,1,0,1,0,1
1492,Lemhi County,ID,11,3,1,2,0,2,0,2,0,1
1493,Lehigh County,PA,12,1,2,2,1,1,0,2,0,3
1494,Leflore County,MS,14,1,3,1,2,1,0,3,0,3
1495,Leelanau County,MI,7,1,1,1,0,1,0,2,0,1
1496,Lee County,IA,10,1,3,1,0,1,0,3,0,1
1497,Lee County,KY,13,2,1,3,2,1,0,3,0,1
1498,Lee County,VA,13,2,1,3,0,2,0,3,0,2
1499,Lee County,AL,11,1,2,1,2,1,0,3,0,1
1500,Lee County,NC,14,3,1,2,2,1,0,3,0,2
1501,Lee County,MS,14,1,3,1,2,2,0,3,0,2
1502,Lee County,FL,16,2,3,1,3,1,0,3,0,3
1503,Lee County,GA,14,2,2,1,3,1,0,3,0,2
1504,Lee County,SC,14,2,2,1,3,2,0,3,0,1
1505,Lee County,AR,11,1,1,2,0,2,0,3,0,2
1506,Lee County,TX,11,1,3,1,1,1,0,3,0,1
1507,Lee County,IL,10,1,2,1,0,1,0,3,0,2
1508,Lebanon County,PA,15,1,3,2,2,1,0,3,0,3
1509,Leavenworth County,KS,13,1,3,2,0,1,0,3,0,3
1510,Leake County,MS,14,3,3,1,2,1,0,3,0,1
1511,Lea County,NM,8,2,1,1,0,1,0,2,0,1
1512,Le Sueur County,MN,9,1,2,2,0,1,0,2,0,1
1513,Le Flore County,OK,12,2,2,3,0,1,0,3,0,1
1514,Lawrence County,SD,11,3,2,2,0,1,0,1,0,2
1515,Lawrence County,PA,11,1,2,3,1,1,0,1,0,2
1516,Lawrence County,KY,10,2,0,3,1,1,0,1,0,2
1517,Lawrence County,IN,8,1,2,2,0,1,0,1,0,1
1518,Lawrence County,IL,9,1,2,2,0,2,0,1,0,1
1519,Lawrence County,OH,11,1,1,3,1,1,0,1,0,3
1520,Lawrence County,MO,7,1,2,1,0,1,0,1,0,1
1521,Lawrence County,AR,9,1,2,1,1,2,0,1,0,1
1522,Lawrence County,TN,9,1,3,1,0,2,0,1,0,1
1523,Lawrence County,MS,15,3,3,2,2,1,0,1,0,3
1524,Lawrence County,AL,9,1,2,2,1,1,0,1,0,1
1525,Lavaca County,TX,12,1,2,1,2,1,0,3,0,2
1526,Laurens County,GA,13,3,2,1,2,1,0,3,0,1
1527,Laurens County,SC,14,2,1,3,2,2,0,3,0,1
1528,Laurel County,KY,16,3,3,3,2,1,0,3,0,1
1529,Lauderdale County,TN,15,1,3,2,0,3,0,3,0,3
1530,Lauderdale County,MS,13,2,2,1,2,1,0,3,0,2
1531,Lauderdale County,AL,12,1,3,1,1,2,0,3,0,1
1532,Latimer County,OK,13,2,2,3,1,1,0,3,0,1
1533,Latah County,ID,8,2,1,1,0,1,0,2,0,1
1534,Lassen County,CA,12,3,0,1,0,3,1,3,0,1
1535,LaSalle County,IL,11,1,2,2,0,1,0,3,0,2
1536,Las Animas County,CO,8,1,1,2,0,1,0,2,0,1
1537,Larue County,KY,10,1,2,2,1,1,0,2,0,1
1538,Larimer County,CO,11,1,1,2,0,1,0,2,2,2
1539,Laramie County,WY,8,2,2,1,0,1,0,1,0,1
1540,LaPorte County,IN,8,1,2,1,0,1,0,2,0,1
1541,Lapeer County,MI,7,1,2,1,0,1,0,1,0,1
1542,Lanier County,GA,13,3,1,1,3,1,0,3,0,1
1543,Langlade County,WI,6,1,1,1,0,1,0,1,0,1
1544,Lane County,OR,10,2,1,2,0,2,0,1,0,2
1545,Lane County,KS,7,1,2,1,0,1,0,1,0,1
1546,Lander County,NV,13,3,1,1,0,2,1,2,0,3
1547,Lancaster County,PA,12,1,2,1,2,1,0,2,0,3
1548,Lancaster County,NE,10,1,2,1,0,1,0,2,0,3
1549,Lancaster County,VA,13,1,2,1,3,1,0,2,0,3
1550,Lancaster County,SC,14,3,2,2,2,1,0,2,0,2
1551,Lampasas County,TX,8,1,1,1,0,1,0,3,0,1
1552,LaMoure County,ND,7,1,2,1,0,1,0,1,0,1
1553,Lamoille County,VT,8,1,1,2,0,1,0,1,0,2
1554,Lamb County,TX,10,1,3,1,0,1,0,3,0,1
1555,Lamar County,GA,12,2,2,1,2,1,0,3,0,1
1556,Lamar County,TX,13,2,3,2,1,1,0,3,0,1
1557,Lamar County,MS,17,3,3,2,3,1,0,3,0,2
1558,Lamar County,AL,14,2,3,2,2,1,0,3,0,1
1559,Lake of the Woods County,MN,6,1,1,1,0,1,0,1,0,1
1560,Lake County,MN,7,2,1,1,0,1,0,1,0,1
1561,Lake County,IN,10,1,3,1,0,1,0,1,0,3
1562,Lake County,MT,10,3,1,1,0,2,0,1,1,1
1563,Lake County,OR,9,2,1,1,0,2,1,1,0,1
1564,Lake County,SD,8,1,3,1,0,1,0,1,0,1
1565,Lake County,CA,13,3,0,3,0,3,1,1,0,2
1566,Lake County,CO,8,1,0,3,0,2,0,1,0,1
1567,Lake County,TN,11,1,2,3,0,3,0,1,0,1
1568,Lake County,FL,14,3,3,1,3,1,0,1,0,2
1569,Lake County,MI,7,2,1,1,0,1,0,1,0,1
1570,Lake County,IL,9,1,2,1,0,1,0,1,0,3
1571,Lake County,OH,8,1,1,1,0,1,0,1,0,3
1572,LaGrange County,IN,8,1,2,1,0,1,0,2,0,1
1573,Lafourche Parish,LA,14,2,2,2,3,1,0,3,0,1
1574,Lafayette County,WI,11,1,3,2,0,1,0,3,0,1
1575,Lafayette County,MO,10,1,2,2,0,1,0,3,0,1
1576,Lafayette Parish,LA,13,1,3,1,3,1,0,3,0,1
1577,Lafayette County,FL,16,3,2,1,3,1,0,3,0,3
1578,Lafayette County,MS,12,2,2,1,1,2,0,3,0,1
1579,Lafayette County,AR,11,2,1,1,2,1,0,3,0,1
1580,Laclede County,MO,9,1,2,1,0,1,0,3,0,1
1581,Lackawanna County,PA,9,1,1,2,2,1,0,1,0,1
1582,Lac qui Parle County,MN,7,1,1,1,0,1,0,1,0,2
1583,Labette County,KS,9,1,2,1,0,1,0,3,0,1
1584,La Salle Parish,LA,13,3,2,1,2,1,0,3,0,1
1585,La Salle County,TX,10,1,1,1,2,1,0,3,0,1
1586,La Plata County,CO,14,3,1,2,0,1,0,3,2,2
1587,La Paz County,AZ,11,1,1,1,0,1,1,3,0,3
1588,La Crosse County,WI,11,1,2,2,0,1,0,2,0,3
1589,Kossuth County,IA,7,1,2,1,0,1,0,1,0,1
1590,Kosciusko County,IN,10,1,2,1,0,1,0,3,0,2
1591,Kootenai County,ID,8,3,1,1,0,1,0,1,0,1
1592,Koochiching County,MN,6,1,1,1,0,1,0,1,0,1
1593,Knox County,NE,8,1,2,2,0,1,0,1,0,1
1594,Knox County,ME,8,1,0,1,2,2,0,1,0,1
1595,Knox County,OH,8,1,2,1,0,1,0,1,0,2
1596,Knox County,IL,7,1,2,1,0,1,0,1,0,1
1597,Knox County,MO,7,1,1,2,0,1,0,1,0,1
1598,Knox County,TN,11,1,1,3,0,2,0,1,0,3
1599,Knox County,KY,11,2,1,3,0,2,0,1,0,2
1600,Knox County,IN,8,1,2,1,0,2,0,1,0,1
1601,Knox County,TX,7,1,2,1,0,1,0,1,0,1
1602,Knott County,KY,10,1,0,3,1,1,0,3,0,1
1603,Klickitat County,WA,10,3,0,1,0,2,0,2,1,1
1604,Kleberg County,TX,12,1,1,1,3,1,0,2,0,3
