County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
marshall,KY,11,Low,None,Medium,Low,Low,None,Medium,None,Low,None,High
martin,KY,10,Low,None,None,Medium,High,None,Low,None,Low,None,Medium
mason,KY,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
mccracken,KY,15,Low,None,High,Low,Low,None,High,None,High,None,High
mccreary,KY,13,Low,None,Medium,Low,High,Low,Low,None,High,None,Low
mclean,KY,12,Low,None,Medium,Low,Medium,None,Medium,None,Low,None,High
meade,KY,11,Low,None,Medium,Low,Medium,None,Low,None,Low,None,High
menifee,KY,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
mercer,KY,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
metcalfe,KY,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
monroe,KY,11,Low,None,Low,Low,Medium,Low,Low,None,Medium,None,Medium
montgomery,KY,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
morgan,KY,14,Medium,None,Low,Medium,High,Low,Low,None,High,None,Low
muhlenberg,KY,13,Low,None,Medium,Low,Low,None,Medium,None,High,None,High
nelson,KY,10,Low,None,Medium,Low,Medium,Low,Low,None,Low,None,Low
nicholas,KY,11,Low,None,Low,Medium,Low,Medium,Low,None,Medium,None,Low
ohio,KY,10,Low,None,Low,Low,Low,None,Medium,None,Low,None,High
oldham,KY,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
owen,KY,9,Low,None,Low,Low,Low,None,Low,None,Medium,None,Medium
owsley,KY,15,Medium,None,Low,Medium,High,Medium,Low,None,High,None,Low
pendleton,KY,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
perry,KY,12,Low,None,None,Medium,High,Low,Low,None,Medium,None,Medium
pike,KY,12,Low,None,Low,Medium,High,Low,Low,None,Low,None,Medium
powell,KY,12,Low,None,Medium,Medium,High,None,Low,None,Low,None,Medium
pulaski,KY,13,Low,None,Medium,Low,High,Medium,Low,None,Medium,None,Low
robertson,KY,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
rockcastle,KY,13,Medium,None,Low,Low,High,Low,Low,None,High,None,Low
rowan,KY,10,Low,None,Low,Low,High,None,Low,None,Medium,None,Low
russell,KY,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
scott,KY,10,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Low
shelby,KY,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
simpson,KY,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
spencer,KY,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
taylor,KY,9,Low,None,Medium,Low,Medium,None,Low,None,Low,None,Low
todd,KY,9,Low,None,Low,Low,Low,Low,Medium,None,Low,None,Low
trigg,KY,11,Low,None,Medium,Low,Low,None,Medium,None,High,None,Low
trimble,KY,12,Low,None,Low,Medium,Low,None,Low,None,High,None,High
union,KY,12,Low,None,Medium,Low,Medium,None,Medium,None,Low,None,High
warren,KY,11,Low,None,Medium,Low,Low,Low,Low,None,Low,None,High
washington,KY,10,Low,None,Medium,Medium,Low,Low,Low,None,Low,None,Low
wayne,KY,13,Low,None,Low,Medium,High,Medium,Low,None,Medium,None,Low
webster,KY,13,Low,None,High,Low,Medium,None,Medium,None,Low,None,High
whitley,KY,15,Medium,None,Low,Medium,High,None,Medium,None,High,None,Medium
wolfe,KY,14,Medium,None,Low,Medium,High,Low,Low,None,High,None,Low
woodford,KY,12,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Medium
acadia,LA,15,Low,None,High,Low,Low,Medium,Low,None,High,None,High
allen,LA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
ascension,LA,15,Low,None,High,Low,Medium,High,Low,None,High,None,Low
assumption,LA,18,Low,None,High,Low,High,High,Low,None,High,None,High
avoyelles,LA,14,Low,None,High,Low,Medium,Medium,Low,None,High,None,Low
beauregard,LA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
bienville,LA,12,Medium,None,Medium,Low,Low,Low,Low,None,High,None,Low
bossier,LA,16,Medium,None,High,Low,Low,Medium,Low,None,High,None,High
caddo,LA,14,Low,None,High,Low,Low,Medium,Low,None,High,None,Medium
calcasieu,LA,17,Medium,None,High,Low,Low,High,Low,None,High,None,High
caldwell,LA,14,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
cameron,LA,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
catahoula,LA,13,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,Low
claiborne,LA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
concordia,LA,14,Low,None,Medium,Low,High,Medium,Low,None,High,None,Low
de soto,LA,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
east baton rouge,LA,17,Low,None,High,Low,Medium,High,Low,None,High,None,High
east carroll,LA,14,Low,None,High,Low,Medium,Medium,Low,None,High,None,Low
east feliciana,LA,15,Medium,None,Medium,Low,Medium,High,Low,None,High,None,Low
evangeline,LA,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
franklin,LA,13,Low,None,High,Low,Medium,Medium,Low,None,Medium,None,Low
grant,LA,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
iberia,LA,16,Low,None,Medium,Low,Medium,High,Low,None,High,None,High
iberville,LA,15,Low,None,Medium,Low,High,High,Low,None,High,None,Low
jackson,LA,12,Low,None,High,Low,Low,Medium,Low,None,Medium,None,Low
jefferson,LA,15,Medium,None,High,Low,Medium,High,Low,None,Medium,None,Low
jefferson davis,LA,15,Low,None,High,Low,Low,Medium,Low,None,High,None,High
la salle,LA,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
lafayette,LA,14,Low,None,High,Low,Low,High,Low,None,High,None,Low
lafourche,LA,15,Medium,None,Medium,Low,Medium,High,Low,None,High,None,Low
lincoln,LA,11,Low,None,High,Low,Low,Low,Low,None,Medium,None,Low
livingston,LA,16,Medium,None,Medium,Low,Medium,High,Low,None,Medium,None,High
madison,LA,12,Low,None,High,Low,Medium,Medium,Low,None,Low,None,Low
morehouse,LA,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
natchitoches,LA,14,Medium,None,Medium,Low,Low,Low,Low,None,High,None,High
orleans,LA,13,Low,None,High,Low,Medium,High,Low,None,Low,None,Low
ouachita,LA,14,Low,None,High,Low,Low,Low,Low,None,High,None,High
plaquemines,LA,15,Medium,None,Medium,Low,Medium,High,Low,None,High,None,Low
pointe coupee,LA,15,Low,None,Medium,Low,High,High,Low,None,High,None,Low
rapides,LA,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
red river,LA,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
richland,LA,10,Low,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
sabine,LA,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
st. bernard,LA,15,High,None,Low,Low,Medium,High,Low,None,High,None,Low
st. charles,LA,17,Medium,None,Medium,Low,High,High,Low,None,High,None,Medium
st. helena,LA,15,High,None,Low,Low,Low,High,Low,None,High,None,Medium
st. james,LA,16,Low,None,Low,Low,High,High,Low,None,High,None,High
st. john the baptist,LA,17,Low,None,High,Low,Medium,High,Low,None,High,None,High
st. landry,LA,14,Low,None,Medium,Low,Medium,High,Low,None,High,None,Low
st. martin,LA,13,Low,None,Low,Low,Medium,High,Low,None,High,None,Low
st. mary,LA,14,Low,None,Medium,Low,Medium,High,Low,None,High,None,Low
st. tammany,LA,16,High,None,High,Low,Medium,Medium,Low,None,Medium,None,Medium
tangipahoa,LA,19,High,None,High,Low,Medium,High,Low,None,High,None,High
tensas,LA,13,Low,None,Medium,Low,High,Low,Low,None,High,None,Low
terrebonne,LA,14,Low,None,Medium,Low,Medium,High,Low,None,High,None,Low
union,LA,10,Low,None,Medium,Low,Low,Low,Low,None,Low,None,Medium
vermilion,LA,14,Medium,None,Medium,Low,Low,Medium,Low,None,Medium,None,High
vernon,LA,14,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Medium
washington,LA,17,High,None,High,Low,Medium,High,Low,None,Low,None,High
webster,LA,12,Medium,None,High,Low,Low,Medium,Low,None,Low,None,Low
west baton rouge,LA,15,Low,None,Medium,Low,High,High,Low,None,High,None,Low
west carroll,LA,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
west feliciana,LA,14,Low,None,Low,Low,High,High,Low,None,High,None,Low
winn,LA,12,High,None,Low,Low,Low,Low,Low,None,High,None,Low
barnstable,MA,13,Low,None,Low,Medium,Low,High,Low,None,Low,None,High
berkshire,MA,13,Low,None,Low,High,Medium,Medium,Low,None,Medium,None,Low
bristol,MA,13,Low,None,Low,Medium,Low,Medium,Low,None,Medium,None,High
dukes,MA,14,Low,None,Low,Medium,Low,High,Low,None,Medium,None,High
essex,MA,15,Low,None,Medium,Medium,Low,High,Medium,None,Low,None,High
franklin,MA,14,Low,None,Medium,High,Medium,Medium,Low,None,Medium,None,Low
hampden,MA,15,Low,None,Medium,High,Medium,Medium,Low,None,Low,None,High
hampshire,MA,13,Low,None,Medium,High,Medium,Medium,Low,None,Low,None,Low
middlesex,MA,15,Low,None,Medium,High,Low,Medium,Medium,None,Low,None,High
nantucket,MA,15,Low,None,None,Medium,Medium,High,Low,None,High,None,High
norfolk,MA,13,Low,None,Medium,Medium,Low,Medium,Low,None,Low,None,High
plymouth,MA,12,Low,None,Low,Medium,Low,Medium,Low,None,Low,None,High
suffolk,MA,12,Low,None,None,Medium,Low,High,Low,None,Low,None,High
worcester,MA,14,Low,None,Medium,High,Low,Medium,Low,None,Low,None,High
allegany,MD,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
anne arundel,MD,14,Low,None,High,Medium,Medium,Low,Low,None,Low,None,High
baltimore,MD,14,Low,None,Medium,Medium,Medium,Medium,Low,None,Medium,None,Medium
baltimore city,MD,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
calvert,MD,11,Low,None,Medium,Medium,Low,Low,Low,None,Low,None,Medium
caroline,MD,12,Low,None,Low,Medium,Low,Medium,Low,None,Medium,None,Medium
carroll,MD,12,Low,None,Low,Medium,Medium,Medium,Low,None,Low,None,Medium
cecil,MD,14,Low,None,Medium,Medium,Low,Medium,Low,None,High,None,Medium
charles,MD,15,Low,None,High,Medium,Low,Medium,Low,None,Medium,None,High
dorchester,MD,11,Low,None,Low,Low,Low,Medium,Low,None,Low,None,High
frederick,MD,15,Low,None,High,Medium,Medium,Medium,Low,None,Medium,None,Medium
garrett,MD,13,Low,None,Low,High,High,Low,Low,None,Low,None,Medium
harford,MD,15,Low,None,Medium,Medium,Low,Medium,Low,None,High,None,High
howard,MD,16,Low,None,Medium,Medium,Medium,High,Low,None,Medium,None,High
kent,MD,12,Low,None,Medium,Medium,Low,Low,Low,None,Medium,None,Medium
montgomery,MD,13,Low,None,Medium,Medium,Low,Medium,Low,None,Low,None,High
prince george's,MD,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
queen anne's,MD,13,Low,None,Medium,Medium,Low,Medium,Low,None,Medium,None,Medium
somerset,MD,12,Low,None,Low,Low,Low,High,Low,None,Low,None,High
st. mary's,MD,13,Low,None,Medium,Medium,Low,Medium,Low,None,Medium,None,Medium
talbot,MD,13,Low,None,Low,Medium,Low,Medium,Low,None,Medium,None,High
washington,MD,13,Low,None,Medium,Medium,High,Medium,Low,None,Low,None,Low
wicomico,MD,13,Low,None,Low,Low,Low,High,Low,None,Medium,None,High
worcester,MD,12,Low,None,Low,Low,Low,High,Low,None,Low,None,High
androscoggin,ME,13,Low,None,Low,High,Low,Medium,Medium,None,Low,None,Medium
aroostook,ME,11,Low,None,Low,High,Low,Low,Medium,None,Low,None,Low
cumberland,ME,13,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Low
franklin,ME,13,Low,None,Low,High,Medium,Medium,Low,None,Medium,None,Low
hancock,ME,11,Low,None,Low,High,Low,Medium,Low,None,Low,None,Low
kennebec,ME,14,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Medium
knox,ME,11,Low,None,None,High,Low,Medium,Medium,None,Low,None,Low
lincoln,ME,12,Low,None,Low,High,Low,Low,Medium,None,Medium,None,Low
oxford,ME,14,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Medium
penobscot,ME,11,Low,None,Low,High,Low,Low,Medium,None,Low,None,Low
piscataquis,ME,11,Low,None,Low,High,Low,Low,Medium,None,Low,None,Low
sagadahoc,ME,15,Low,None,Low,High,Medium,High,Medium,None,Low,None,Medium
somerset,ME,11,Low,None,Low,High,Low,Low,Medium,None,Low,None,Low
waldo,ME,11,Low,None,None,High,Low,Medium,Medium,None,Low,None,Low
washington,ME,10,Low,None,Low,High,Low,Low,Low,None,Low,None,Low
york,ME,13,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Low
alcona,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
alger,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
allegan,MI,10,Low,None,Medium,High,Low,None,Low,None,Low,None,Low
alpena,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
antrim,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
arenac,MI,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
baraga,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
barry,MI,12,Low,None,Medium,High,Low,None,Low,None,High,None,Low
bay,MI,13,Low,None,Medium,Medium,Low,None,Low,None,High,None,High
benzie,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
berrien,MI,14,Low,None,High,High,Low,None,Low,None,High,None,Medium
branch,MI,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
calhoun,MI,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
cass,MI,10,Low,None,Medium,High,Low,None,Low,None,Low,None,Low
charlevoix,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
cheboygan,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
chippewa,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
clare,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
clinton,MI,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
crawford,MI,11,Medium,None,Low,High,Low,None,Low,None,Medium,None,Low
delta,MI,11,Low,None,Low,High,Low,None,Low,None,High,None,Low
dickinson,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
eaton,MI,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
emmet,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
genesee,MI,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
gladwin,MI,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
gogebic,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
grand traverse,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
gratiot,MI,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
hillsdale,MI,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
houghton,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
huron,MI,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
ingham,MI,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
ionia,MI,11,Low,None,Medium,High,Low,None,Low,None,Medium,None,Low
iosco,MI,11,Medium,None,Low,High,Low,None,Low,None,Low,None,Medium
iron,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
isabella,MI,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
jackson,MI,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
kalamazoo,MI,12,Low,None,High,High,Low,None,Low,None,Low,None,Medium
kalkaska,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
kent,MI,11,Low,None,Medium,High,Low,None,Low,None,Medium,None,Low
keweenaw,MI,9,Low,None,None,High,Low,None,Low,None,Medium,None,Low
lake,MI,10,Medium,None,Low,High,Low,None,Low,None,Low,None,Low
lapeer,MI,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
leelanau,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
lenawee,MI,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
livingston,MI,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
luce,MI,10,Medium,None,Low,High,Low,None,Low,None,Low,None,Low
mackinac,MI,9,Low,None,None,High,Low,None,Low,None,Medium,None,Low
macomb,MI,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
manistee,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
marquette,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
mason,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
mecosta,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
menominee,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
midland,MI,12,Low,None,Low,Medium,Medium,None,Low,None,High,None,Medium
missaukee,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
monroe,MI,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
montcalm,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
montmorency,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
muskegon,MI,12,Low,None,Low,High,Low,None,Low,None,High,None,Medium
newaygo,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
oakland,MI,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
oceana,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
ogemaw,MI,10,Low,None,Medium,High,Low,None,Low,None,Low,None,Low
ontonagon,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
osceola,MI,11,Low,None,Medium,High,Low,None,Low,None,Medium,None,Low
oscoda,MI,11,Medium,None,Low,High,Low,None,Low,None,Medium,None,Low
otsego,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
ottawa,MI,12,Low,None,Medium,High,Low,None,Low,None,Low,None,High
presque isle,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
roscommon,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
saginaw,MI,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
sanilac,MI,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
schoolcraft,MI,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
shiawassee,MI,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
st. clair,MI,13,Low,None,Medium,Medium,Low,None,Low,None,High,None,High
st. joseph,MI,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
tuscola,MI,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
van buren,MI,12,Low,None,Medium,High,Low,None,Low,None,High,None,Low
washtenaw,MI,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
wayne,MI,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
wexford,MI,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
aitkin,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
anoka,MN,13,Low,None,Medium,High,Low,None,Low,None,Medium,None,High
becker,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
beltrami,MN,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
benton,MN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
big stone,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
blue earth,MN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
brown,MN,11,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Medium
carlton,MN,10,Medium,None,Low,High,Low,None,Low,None,Low,None,Low
carver,MN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
cass,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
chippewa,MN,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
chisago,MN,10,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Medium
clay,MN,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
clearwater,MN,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
cook,MN,12,Medium,None,Low,High,Low,None,Low,None,High,None,Low
cottonwood,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
crow wing,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
dakota,MN,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
dodge,MN,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
douglas,MN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
faribault,MN,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
fillmore,MN,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
freeborn,MN,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
goodhue,MN,11,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Medium
grant,MN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
hennepin,MN,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
houston,MN,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
hubbard,MN,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
isanti,MN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
itasca,MN,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
jackson,MN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
kanabec,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
kandiyohi,MN,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
kittson,MN,10,Medium,None,Medium,Medium,Low,None,Low,None,Low,None,Low
koochiching,MN,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
lac qui parle,MN,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
lake,MN,10,Medium,None,Low,High,Low,None,Low,None,Low,None,Low
lake of the woods,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
le sueur,MN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
lincoln,MN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
lyon,MN,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
mahnomen,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
marshall,MN,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
martin,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
mcleod,MN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
meeker,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
mille lacs,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
morrison,MN,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
mower,MN,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
murray,MN,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
nicollet,MN,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
