County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
Rio Arriba,New Mexico,13,High,None,Low,Medium,Medium,None,Low,None,High,None,Low
Ringgold,Iowa,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
Riley,Kansas,13,Low,None,Medium,Medium,Low,None,Low,None,High,None,High
Richmond County,Virginia,16,Low,None,High,Medium,Low,High,Low,None,Medium,None,High
Richmond City,Virginia,16,Low,None,High,Medium,Medium,High,Low,None,Low,None,High
Richmond,New York,16,Low,None,High,Medium,Low,High,Medium,None,Low,None,High
Richmond,North Carolina,13,High,None,Low,Low,Medium,Medium,Low,None,Low,None,Medium
Richmond,Georgia,13,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,High
Richland,Montana,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Richland,North Dakota,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
Richland,Ohio,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
Richland,Wisconsin,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Richland,Illinois,11,Low,None,Medium,Medium,Medium,None,Medium,None,Low,None,Low
Richland,Louisiana,10,Low,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
Richland,South Carolina,15,Medium,None,Medium,Low,Medium,High,Medium,None,Low,None,Medium
Richardson,Nebraska,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
Rich,Utah,17,High,None,Low,High,Medium,None,Medium,None,High,Medium,Low
Rice,Minnesota,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
Rice,Kansas,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Rhea,Tennessee,15,Low,None,Low,Low,High,Medium,Medium,None,Medium,None,High
Reynolds,Missouri,12,Low,None,Low,Medium,Low,Low,Medium,None,High,None,Low
Republic,Kansas,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
Renville,North Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Renville,Minnesota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Rensselaer,New York,13,Low,None,Low,High,Medium,Medium,Low,None,Medium,None,Low
Reno,Kansas,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
Refugio,Texas,13,Low,None,Low,Low,Low,High,Low,None,Medium,None,High
Reeves,Texas,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
Redwood,Minnesota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Red Willow,Nebraska,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Red River,Texas,14,High,None,Medium,Low,Medium,Low,Low,None,High,None,Low
Red River,Louisiana,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
Red Lake,Minnesota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Real,Texas,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
Reagan,Texas,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
Ray,Missouri,16,Low,None,High,Medium,High,None,Low,None,High,None,High
Rawlins,Kansas,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Ravalli,Montana,10,High,None,Low,Medium,Low,None,Low,None,Low,None,Low
Rappahannock,Virginia,14,Low,None,Low,Medium,High,High,Low,None,Medium,None,Low
Rapides,Louisiana,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Ransom,North Dakota,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
Rankin,Mississippi,17,Low,None,High,Low,High,Medium,Low,None,High,None,High
Randolph,Indiana,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Randolph,North Carolina,13,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Medium
Randolph,Missouri,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
Randolph,West Virginia,13,Low,None,Low,High,High,Low,Low,None,Medium,None,Low
Randolph,Illinois,15,Low,None,High,Medium,Medium,None,Medium,None,Medium,None,High
Randolph,Arkansas,11,Low,None,Medium,Low,Low,Low,Medium,None,Medium,None,Low
Randolph,Georgia,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
Randolph,Alabama,11,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
Randall,Texas,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
Ramsey,North Dakota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Ramsey,Minnesota,10,Low,None,Low,High,Low,None,Low,None,Low,None,Medium
Ralls,Missouri,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
Raleigh,West Virginia,14,Low,None,Low,Medium,High,Low,Low,None,High,None,Medium
Rains,Texas,12,Low,None,High,Low,Low,Low,Low,None,High,None,Low
Radford,Virginia,12,Low,None,None,Medium,High,None,Low,None,Medium,None,High
Racine,Wisconsin,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
Rabun,Georgia,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
Quitman,Mississippi,13,Low,None,Low,Low,Low,Low,Medium,None,High,None,High
Quitman,Georgia,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
Queens,New York,14,Low,None,Low,Medium,Low,High,Medium,None,Low,None,High
Queen Anne's,Maryland,13,Low,None,Medium,Medium,Low,Medium,Low,None,Medium,None,Medium
Quay,New Mexico,12,High,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Putnam,Illinois,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
Putnam,Ohio,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Putnam,New York,13,Low,None,Medium,Medium,Medium,Medium,Low,None,Low,None,Medium
Putnam,Missouri,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
Putnam,West Virginia,15,Medium,None,Low,Medium,High,Medium,Low,None,Low,None,High
Putnam,Indiana,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Putnam,Tennessee,12,Low,None,Medium,Low,High,Medium,Low,None,Low,None,Low
Putnam,Florida,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
Putnam,Georgia,8,Low,None,None,Low,Low,Medium,Low,None,Low,None,Low
Pushmataha,Oklahoma,13,Medium,None,Medium,Low,Medium,Low,Low,None,High,None,Low
Pulaski,Indiana,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Pulaski,Kentucky,13,Low,None,Medium,Low,High,Medium,Low,None,Medium,None,Low
Pulaski,Illinois,11,Low,None,Low,Low,Medium,None,High,None,Medium,None,Low
Pulaski,Virginia,11,Low,None,None,Medium,High,None,Low,None,Medium,None,Medium
Pulaski,Missouri,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Pulaski,Georgia,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
Pulaski,Arkansas,15,Low,None,High,Low,Medium,Low,Medium,None,Medium,None,High
Pueblo,Colorado,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Prowers,Colorado,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Providence,Rhode Island,14,Low,None,Low,Medium,Low,High,Low,None,Medium,None,High
Prince William,Virginia,13,Low,None,Low,Medium,Medium,Medium,Low,None,Medium,None,Medium
Prince George's,Maryland,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Prince George,Virginia,11,Low,None,Low,Low,Low,High,Low,None,Low,None,Medium
Prince Edward,Virginia,12,Low,None,Low,Low,Medium,Medium,Low,None,Medium,None,Medium
Price,Wisconsin,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Preston,West Virginia,12,Low,None,Low,High,High,Low,Low,None,Low,None,Low
Presque Isle,Michigan,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Presidio,Texas,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
Prentiss,Mississippi,15,Medium,None,High,Low,Low,Medium,Medium,None,High,None,Low
Preble,Ohio,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
Pratt,Kansas,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Prairie,Montana,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Prairie,Arkansas,10,Low,None,Medium,Low,Low,Low,Medium,None,Low,None,Low
Powhatan,Virginia,12,Low,None,Low,Medium,Low,Medium,Medium,None,Low,None,Medium
Poweshiek,Iowa,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
Power,Idaho,14,High,High,Low,Medium,Low,None,Low,None,Medium,None,Low
Powell,Montana,12,High,None,Low,High,Low,None,Medium,None,Low,None,Low
Powell,Kentucky,12,Low,None,Medium,Medium,High,None,Low,None,Low,None,Medium
Powder River,Montana,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Potter,South Dakota,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Potter,Texas,12,High,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Potter,Pennsylvania,11,Low,None,Low,High,Medium,Low,Low,None,Low,None,Low
Pottawattamie,Iowa,14,Low,None,High,Medium,Medium,None,Low,None,High,None,Medium
Pottawatomie,Kansas,13,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Medium
Pottawatomie,Oklahoma,14,Medium,None,High,Low,Low,None,Medium,None,High,None,Medium
Posey,Indiana,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
Portsmouth,Virginia,14,Low,None,High,Low,Low,High,Low,None,Low,None,High
Porter,Indiana,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
Portage,Ohio,11,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Medium
Portage,Wisconsin,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Poquoson,Virginia,11,Low,None,High,Low,Low,None,Low,None,Low,None,High
Pope,Minnesota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Pope,Arkansas,10,Low,None,Medium,Low,Medium,None,Medium,None,Low,None,Low
Pope,Illinois,10,Low,None,Medium,Low,Low,None,High,None,Low,None,Low
Pontotoc,Mississippi,14,Low,None,High,Low,Low,Medium,Medium,None,High,None,Low
Pontotoc,Oklahoma,12,Low,None,High,Low,Low,None,Medium,None,High,None,Low
Pondera,Montana,9,Low,None,None,Medium,Medium,None,Medium,None,Low,None,Low
Polk,Iowa,12,Low,None,High,Medium,High,None,Low,None,Low,None,Low
Polk,Minnesota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Polk,Wisconsin,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Polk,Nebraska,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Polk,Oregon,11,Low,None,Low,Medium,Medium,None,Medium,None,Low,None,Medium
Polk,Missouri,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Polk,North Carolina,10,Low,None,None,Low,High,None,Medium,None,Low,None,Medium
Polk,Texas,11,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
Polk,Florida,13,High,None,High,None,Low,High,Low,None,Low,None,Low
Polk,Tennessee,12,Low,None,Low,Low,High,Low,Medium,None,Low,None,Medium
Polk,Arkansas,10,Low,None,Medium,Low,Medium,Low,Low,None,Low,None,Low
Polk,Georgia,16,High,None,High,Low,Medium,Medium,Medium,None,Low,None,Medium
Pointe Coupee,Louisiana,15,Low,None,Medium,Low,High,High,Low,None,High,None,Low
Poinsett,Arkansas,12,Low,None,Medium,Low,Low,None,High,None,High,None,Low
Pocahontas,Iowa,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Pocahontas,West Virginia,12,Low,None,None,High,High,Low,Low,None,Low,None,Medium
Plymouth,Massachusetts,12,Low,None,Low,Medium,Low,Medium,Low,None,Low,None,High
Plymouth,Iowa,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
Plumas,California,14,High,None,None,High,Low,None,Medium,Low,High,None,Low
Pleasants,West Virginia,13,Low,None,None,Medium,High,Medium,Low,None,Medium,None,Medium
Platte,Wyoming,11,High,None,Low,High,Low,None,Low,None,Low,None,Low
Platte,Nebraska,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Platte,Missouri,12,Low,None,Medium,Medium,High,None,Low,None,Low,None,Medium
Plaquemines,Louisiana,15,Medium,None,Medium,Low,Medium,High,Low,None,High,None,Low
Placer,California,17,High,None,Low,High,Low,None,Medium,Low,High,Medium,Low
Piute,Utah,15,High,None,Low,Medium,Medium,None,Medium,None,High,Low,Low
Pittsylvania,Virginia,13,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Medium
Pittsburg,Oklahoma,14,Medium,None,High,Low,Medium,Low,Low,None,High,None,Low
Pitt,North Carolina,15,Low,None,Medium,Low,Low,High,Low,None,High,None,High
Pitkin,Colorado,17,Low,None,Low,High,High,None,Medium,None,High,High,Low
Piscataquis,Maine,11,Low,None,Low,High,Low,Low,Medium,None,Low,None,Low
Pipestone,Minnesota,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Pinellas,Florida,14,Low,None,High,None,Low,High,Low,None,Medium,None,High
Pine,Minnesota,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Pinal,Arizona,14,High,None,Low,Low,Low,None,Low,Low,High,None,High
Pima,Arizona,12,Medium,None,Low,Low,Low,Low,Low,Low,Medium,None,Medium
Pike,Pennsylvania,11,Low,None,Low,Medium,Medium,Low,Low,None,Low,None,Medium
Pike,Missouri,10,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Medium
Pike,Ohio,10,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Medium
Pike,Kentucky,12,Low,None,Low,Medium,High,Low,Low,None,Low,None,Medium
Pike,Illinois,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Pike,Indiana,12,Low,None,High,Medium,Medium,None,Medium,None,Low,None,Low
Pike,Georgia,10,Medium,None,Medium,Low,Low,Low,Low,None,Low,None,Low
Pike,Alabama,11,Low,None,High,Low,Low,Medium,Low,None,Low,None,Low
Pike,Arkansas,10,Low,None,Medium,Low,Medium,Low,Low,None,Low,None,Low
Pike,Mississippi,14,High,None,High,Low,Low,High,Low,None,Low,None,Low
Pierce,Nebraska,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
Pierce,North Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Pierce,Washington,15,Low,High,Low,High,Low,None,Medium,None,Low,Medium,Low
Pierce,Wisconsin,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Pierce,Georgia,13,High,None,Medium,Low,Low,High,Low,None,Low,None,Low
Pickett,Tennessee,15,Low,None,High,Low,High,Medium,Low,None,High,None,Low
Pickens,Georgia,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
Pickens,South Carolina,16,Low,None,High,Low,High,Medium,Medium,None,High,None,Low
Pickens,Alabama,14,Low,None,Medium,Low,Low,Medium,Low,None,High,None,High
Pickaway,Ohio,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
Piatt,Illinois,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Phillips,Montana,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
Phillips,Colorado,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Phillips,Kansas,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Phillips,Arkansas,12,Low,None,Medium,Low,Medium,None,Medium,None,Low,None,High
Philadelphia,Pennsylvania,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
Phelps,Nebraska,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Phelps,Missouri,11,Low,None,Medium,Medium,Low,Low,Low,None,Medium,None,Low
Pettis,Missouri,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
Petroleum,Montana,11,Medium,None,Low,Medium,High,None,Low,None,Low,None,Low
Petersburg,Virginia,14,Low,None,High,Low,Low,High,Low,None,Low,None,High
Person,North Carolina,13,Low,None,Low,Low,High,Medium,Low,None,High,None,Low
Pershing,Nevada,13,High,None,None,Medium,Low,None,Medium,Low,High,None,Low
Perry,Pennsylvania,15,Low,None,Low,Medium,High,Medium,Low,None,Medium,None,High
Perry,Tennessee,11,Low,None,Low,Low,Low,Medium,Medium,None,Medium,None,Low
Perry,Missouri,12,Low,None,High,Low,Low,None,Medium,None,Medium,None,Medium
Perry,Ohio,11,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Medium
Perry,Kentucky,12,Low,None,None,Medium,High,Low,Low,None,Medium,None,Medium
Perry,Indiana,10,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,Low
Perry,Illinois,11,Low,None,Medium,Low,Medium,None,Medium,None,Medium,None,Low
Perry,Arkansas,12,Low,None,Medium,Low,High,None,Medium,None,Medium,None,Low
Perry,Alabama,12,Medium,None,Low,Low,Medium,Medium,Low,None,Medium,None,Low
Perry,Mississippi,16,High,None,Medium,Low,Medium,High,Low,None,Medium,None,Medium
Perquimans,North Carolina,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
Perkins,South Dakota,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Perkins,Nebraska,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Pepin,Wisconsin,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
Peoria,Illinois,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
Penobscot,Maine,11,Low,None,Low,High,Low,Low,Medium,None,Low,None,Low
Pennington,Minnesota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Pennington,South Dakota,12,Medium,None,Low,Medium,High,None,Low,None,Low,None,Medium
Pendleton,West Virginia,12,Low,None,Low,Medium,High,Low,Low,None,Medium,None,Low
Pendleton,Kentucky,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
Pender,North Carolina,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
Pend Oreille,Washington,12,High,None,Low,High,Low,None,Low,None,Medium,None,Low
Pemiscot,Missouri,15,Low,None,High,Low,Medium,None,High,None,High,None,Medium
Pembina,North Dakota,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Pecos,Texas,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
Pearl River,Mississippi,18,High,None,High,Low,Medium,High,Low,None,High,None,Medium
Peach,Georgia,15,Medium,None,High,Low,Low,High,Low,None,High,None,Low
Payne,Oklahoma,13,Medium,None,High,Low,Low,None,Low,None,High,None,Medium
Payette,Idaho,10,High,None,Low,Medium,Low,None,Low,None,Low,None,Low
Pawnee,Nebraska,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Pawnee,Kansas,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
Pawnee,Oklahoma,12,Medium,None,Medium,Low,Medium,None,Low,None,High,None,Low
Paulding,Ohio,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Paulding,Georgia,11,Low,None,Medium,Low,Medium,Low,Low,None,Low,None,Medium
Patrick,Virginia,12,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Low
Passaic,New Jersey,14,Low,None,Low,Medium,Medium,Medium,Medium,None,Low,None,High
Pasquotank,North Carolina,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
Pasco,Florida,16,Medium,None,High,None,Low,High,Low,None,High,None,High
Parmer,Texas,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
Parker,Texas,14,High,None,High,Low,Low,Low,Low,None,High,None,Low
Parke,Indiana,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Park,Montana,11,Medium,None,None,High,Medium,None,Medium,None,Low,None,Low
Park,Wyoming,13,Medium,None,Low,High,Medium,None,Medium,None,Low,Low,Low
Park,Colorado,13,Low,None,Low,High,Medium,None,Medium,None,Low,Medium,Low
Panola,Texas,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Panola,Mississippi,13,Low,None,Low,Low,Medium,Medium,Medium,None,High,None,Low
Pamlico,North Carolina,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
Palo Pinto,Texas,10,Medium,None,Low,Low,Low,None,Low,None,High,None,Low
Palo Alto,Iowa,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Palm Beach,Florida,12,Low,None,Medium,None,Low,High,Low,None,High,None,Low
Page,Iowa,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
Page,Virginia,14,Low,None,Low,Medium,High,Medium,Low,None,High,None,Low
Pacific,Washington,9,Low,None,Low,Low,Low,None,High,None,Low,None,Low
Ozaukee,Wisconsin,10,Low,None,Low,Medium,Low,None,Low,None,Low,None,High
Ozark,Missouri,12,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Low
Oxford,Maine,14,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Medium
Owyhee,Idaho,10,High,None,Low,Medium,Low,None,Low,None,Low,None,Low
Owsley,Kentucky,15,Medium,None,Low,Medium,High,Medium,Low,None,High,None,Low
Owen,Kentucky,9,Low,None,Low,Low,Low,None,Low,None,Medium,None,Medium
Owen,Indiana,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Overton,Tennessee,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
Outagamie,Wisconsin,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
Ouray,Colorado,16,Medium,None,None,High,High,None,Medium,None,High,Medium,Low
Ouachita,Louisiana,14,Low,None,High,Low,Low,Low,Low,None,High,None,High
Ouachita,Arkansas,14,High,None,Low,Low,Low,Medium,Low,None,High,None,Medium
Otter Tail,Minnesota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Ottawa,Ohio,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
Ottawa,Oklahoma,10,Low,None,High,Low,Low,None,Low,None,Low,None,Medium
Ottawa,Kansas,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Ottawa,Michigan,12,Low,None,Medium,High,Low,None,Low,None,Low,None,High
Otsego,New York,10,Low,None,Low,High,Low,Low,Low,None,Low,None,Low
Otsego,Michigan,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Otoe,Nebraska,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
Otero,Colorado,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Otero,New Mexico,8,Medium,None,Low,Low,Low,None,Low,None,Low,None,Low
Oswego,New York,10,Low,None,Low,High,Low,None,Low,None,Low,None,Medium
Oscoda,Michigan,11,Medium,None,Low,High,Low,None,Low,None,Medium,None,Low
Osceola,Iowa,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Osceola,Florida,14,High,None,Low,None,Low,High,Low,None,Medium,None,High
Osceola,Michigan,11,Low,None,Medium,High,Low,None,Low,None,Medium,None,Low
Osborne,Kansas,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
Osage,Missouri,12,Low,None,Low,Medium,Low,Low,Low,None,High,None,Medium
Osage,Oklahoma,13,Medium,None,Medium,Low,Medium,None,Low,None,High,None,Medium
Osage,Kansas,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
Orleans,Vermont,10,Low,None,Low,High,Medium,None,Low,None,Low,None,Low
Orleans,Louisiana,13,Low,None,High,Low,Medium,High,Low,None,Low,None,Low
Orleans,New York,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Oregon,Missouri,12,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Low
Orangeburg,South Carolina,18,High,None,High,Low,Low,High,Medium,None,High,None,Medium
Orange,New York,13,Low,None,Low,Medium,Medium,Low,Low,None,Medium,None,High
Orange,Vermont,12,Low,None,Low,High,Medium,Low,Low,None,Medium,None,Low
Orange,North Carolina,13,Low,None,Low,Low,High,Medium,Low,None,Medium,None,Medium
Orange,Virginia,14,Low,None,Medium,Medium,High,Medium,Low,None,Medium,None,Low
Orange,Indiana,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Orange,Texas,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
Orange,California,18,Medium,None,Medium,Low,Medium,None,High,High,Medium,None,High
Orange,Florida,15,Medium,None,High,None,Low,High,Low,None,Medium,None,High
Ontonagon,Michigan,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Ontario,New York,11,Low,None,Low,High,Low,Medium,Low,None,Low,None,Low
Onslow,North Carolina,17,High,None,High,Low,Low,High,Low,None,Medium,None,High
Onondaga,New York,11,Low,None,Low,High,Medium,Low,Low,None,Low,None,Low
Oneida,Idaho,13,High,None,Low,Medium,Low,None,Medium,None,High,None,Low
Oneida,Wisconsin,12,Medium,None,Low,High,Low,None,Low,None,High,None,Low
Oneida,New York,14,Low,None,Low,High,Medium,Low,Low,None,High,None,Medium
Olmsted,Minnesota,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
Oliver,North Dakota,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
Oldham,Kentucky,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
Oldham,Texas,12,High,None,Low,Medium,Low,None,Low,None,High,None,Low
Oktibbeha,Mississippi,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Okmulgee,Oklahoma,12,Medium,None,High,Low,Low,None,Low,None,High,None,Low
Oklahoma,Oklahoma,15,Low,None,High,Low,Low,Low,Medium,None,High,None,High
Okfuskee,Oklahoma,11,Medium,None,Medium,Low,Low,None,Low,None,High,None,Low
Okeechobee,Florida,16,High,None,Medium,None,Low,High,Low,None,High,None,High
Okanogan,Washington,16,High,None,Low,High,Low,None,Medium,None,High,Medium,Low
Okaloosa,Florida,17,High,None,High,Low,Low,High,Low,None,High,None,Medium
Ohio,West Virginia,11,Low,None,None,Medium,High,None,Low,None,Low,None,High
Ohio,Kentucky,10,Low,None,Low,Low,Low,None,Medium,None,Low,None,High
Ohio,Indiana,13,Low,None,High,Medium,High,None,Low,None,Low,None,Medium
Oglethorpe,Georgia,13,Medium,None,Low,Low,Medium,Medium,Low,None,High,None,Low
Ogle,Illinois,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
Ogemaw,Michigan,10,Low,None,Medium,High,Low,None,Low,None,Low,None,Low
Oconto,Wisconsin,12,Low,None,Low,High,Low,None,Low,None,Medium,None,High
Oconee,Georgia,14,Low,None,High,Low,Medium,Medium,Low,None,High,None,Low
Oconee,South Carolina,14,Low,None,Medium,Low,High,Low,Medium,None,High,None,Low
Ochiltree,Texas,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Oceana,Michigan,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
Ocean,New Jersey,15,High,None,Low,Medium,Low,Medium,Low,None,Medium,None,High
O'Brien,Iowa,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Obion,Tennessee,13,Low,None,Low,Low,Medium,None,High,None,High,None,Medium
Oakland,Michigan,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Nye,Nevada,14,Medium,None,Low,Medium,Low,None,Medium,Low,High,None,Medium
Nueces,Texas,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
Nuckolls,Nebraska,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Noxubee,Mississippi,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Nowata,Oklahoma,11,Medium,None,Medium,Low,Low,None,Low,None,High,None,Low
Nottoway,Virginia,12,Low,None,High,Low,Low,Medium,Low,None,Medium,None,Low
Norton,Kansas,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
