County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
Toombs,Georgia,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
Toole,Montana,10,Low,None,Low,Medium,Medium,None,Medium,None,Low,None,Low
Tooele,Utah,10,Low,None,Low,Medium,Low,None,Medium,None,Medium,None,Low
Tompkins,New York,11,Low,None,Low,High,Low,Medium,Low,None,Low,None,Low
Tom Green,Texas,12,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,High
Tolland,Connecticut,12,Low,None,Medium,Medium,Low,Medium,Low,None,Low,None,Medium
Todd,Minnesota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Todd,South Dakota,11,High,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Todd,Kentucky,9,Low,None,Low,Low,Low,Low,Medium,None,Low,None,Low
Titus,Texas,15,High,None,High,Low,Low,Medium,Low,None,High,None,Low
Tishomingo,Mississippi,15,High,None,High,Low,Low,Low,Medium,None,High,None,Low
Tipton,Indiana,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
Tipton,Tennessee,14,Low,None,High,Low,Medium,None,High,None,Medium,None,Medium
Tippecanoe,Indiana,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
Tippah,Mississippi,14,Medium,None,Medium,Low,Low,Medium,Medium,None,High,None,Low
Tioga,New York,14,Low,None,Low,High,Medium,Medium,Low,None,Low,None,High
Tioga,Pennsylvania,11,Low,None,Low,Medium,Medium,Low,Low,None,Low,None,Medium
Tillman,Oklahoma,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
Tillamook,Oregon,11,Low,None,Low,Low,High,None,High,None,Low,None,Low
Tift,Georgia,15,Low,None,High,Low,Low,High,Low,None,High,None,Medium
Thurston,Nebraska,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Thurston,Washington,14,Medium,None,Low,Low,Low,None,High,None,Low,Medium,High
Throckmorton,Texas,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
Thomas,Nebraska,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Thomas,Kansas,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Thomas,Georgia,12,High,None,Low,Low,Low,High,Low,None,Low,None,Low
Thayer,Nebraska,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
Texas,Oklahoma,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Texas,Missouri,13,Low,None,Medium,Medium,Low,Low,Medium,None,High,None,Low
Teton,Montana,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Teton,Wyoming,18,Medium,Medium,Low,High,Medium,None,Medium,None,Low,High,Medium
Teton,Idaho,12,Low,None,Low,High,Medium,None,Medium,None,Low,Low,Low
Terry,Texas,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
Terrell,Georgia,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
Terrell,Texas,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
Terrebonne,Louisiana,14,Low,None,Medium,Low,Medium,High,Low,None,High,None,Low
Tensas,Louisiana,13,Low,None,Medium,Low,High,Low,Low,None,High,None,Low
Teller,Colorado,12,High,None,Low,High,Low,None,Low,None,Medium,None,Low
Telfair,Georgia,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
Tehama,California,15,High,None,Low,Low,Medium,None,Medium,Low,High,None,Medium
Tazewell,Illinois,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
Tazewell,Virginia,13,Low,None,None,Medium,High,Low,Low,None,High,None,Medium
Taylor,Wisconsin,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Taylor,Iowa,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Taylor,Kentucky,9,Low,None,Medium,Low,Medium,None,Low,None,Low,None,Low
Taylor,West Virginia,11,Low,None,Medium,Medium,High,None,Low,None,Low,None,Low
Taylor,Georgia,13,High,None,High,Low,Low,Medium,Low,None,Low,None,Low
Taylor,Florida,14,High,None,Low,Low,Low,High,Low,None,Low,None,High
Taylor,Texas,11,Low,None,High,Low,Low,None,Low,None,Low,None,High
Tattnall,Georgia,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
Tate,Mississippi,14,Low,None,Medium,Low,Medium,Medium,Medium,None,High,None,Low
Tarrant,Texas,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
Taos,New Mexico,12,Medium,None,None,High,Low,None,Medium,None,High,None,Low
Tangipahoa,Louisiana,19,High,None,High,Low,Medium,High,Low,None,High,None,High
Taney,Missouri,10,Low,None,Low,Low,Low,None,Low,None,High,None,Medium
Tama,Iowa,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Tallapoosa,Alabama,11,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
Tallahatchie,Mississippi,15,Low,None,Medium,Low,Medium,Medium,Medium,None,High,None,Medium
Talladega,Alabama,15,Medium,None,High,Low,Medium,Medium,Low,None,Medium,None,Medium
Taliaferro,Georgia,12,Medium,None,None,Low,Medium,Medium,Low,None,High,None,Low
Talbot,Maryland,13,Low,None,Low,Medium,Low,Medium,Low,None,Medium,None,High
Talbot,Georgia,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
Switzerland,Indiana,12,Low,None,Low,Medium,High,None,Low,None,Medium,None,Medium
Swisher,Texas,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
Swift,Minnesota,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Sweetwater,Wyoming,12,Low,None,Low,Medium,Medium,None,Medium,None,High,None,Low
Sweet Grass,Montana,10,Low,None,Low,High,Medium,None,Low,None,Low,None,Low
Swain,North Carolina,13,Low,None,None,Low,High,Low,Medium,None,High,None,Medium
Suwannee,Florida,18,High,None,High,Low,Low,High,Low,None,High,None,High
Sutton,Texas,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
Sutter,California,13,Low,None,Low,Low,Low,None,Medium,Low,High,None,High
Sussex,New Jersey,11,Low,None,Low,Medium,Medium,Low,Low,None,Low,None,Medium
Sussex,Virginia,11,Low,None,Low,Low,Low,Medium,Low,None,Low,None,High
Sussex,Delaware,12,Low,None,Low,Medium,Low,Medium,Low,None,Low,None,High
Susquehanna,Pennsylvania,12,Low,None,Low,High,High,Low,Low,None,Low,None,Low
Surry,North Carolina,11,Low,None,Low,Low,High,Low,Low,None,Low,None,Medium
Surry,Virginia,10,Low,None,Low,Low,Low,High,Low,None,Low,None,Low
Sunflower,Mississippi,13,Low,None,Medium,Low,Low,Low,Low,None,High,None,High
Sumter,Alabama,12,Low,None,Low,Low,Low,Medium,Low,None,High,None,Medium
Sumter,Florida,14,Medium,None,Low,None,Low,High,Low,None,High,None,High
Sumter,Georgia,14,Medium,None,High,Low,Low,Medium,Low,None,High,None,Low
Sumter,South Carolina,16,Medium,None,Medium,Low,Low,High,Medium,None,High,None,Medium
Sumner,Tennessee,11,Low,None,High,Low,Low,None,Low,None,Medium,None,Medium
Sumner,Kansas,14,Low,None,High,Medium,Low,Low,Low,None,Medium,None,High
Summit,Ohio,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
Summit,Utah,14,Medium,None,None,High,Low,None,Medium,None,Low,High,Medium
Summit,Colorado,14,Low,None,None,High,High,None,Medium,None,Low,High,Low
Summers,West Virginia,12,Low,None,Low,Medium,Medium,None,Low,None,High,None,Medium
Sully,South Dakota,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Sullivan,Pennsylvania,14,Low,None,Medium,Medium,High,Medium,Low,None,Low,None,Medium
Sullivan,New York,12,Low,None,Low,High,Medium,Low,Low,None,Low,None,Medium
Sullivan,New Hampshire,14,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Medium
Sullivan,Missouri,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Sullivan,Tennessee,13,Low,None,Low,Medium,High,None,Medium,None,Low,None,High
Sullivan,Indiana,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
Suffolk,Massachusetts,12,Low,None,None,Medium,Low,High,Low,None,Low,None,High
Suffolk,New York,14,Low,None,Low,Medium,Medium,High,Low,None,Low,None,High
Suffolk,Virginia,11,Low,None,Medium,Low,Low,Medium,Low,None,Low,None,Medium
Sublette,Wyoming,17,Medium,None,Low,High,Medium,None,Medium,None,High,High,Low
Stutsman,North Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Strafford,New Hampshire,15,Low,None,Low,High,Medium,High,Medium,None,Low,None,Medium
Story,Iowa,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
Storey,Nevada,15,High,None,None,Medium,Low,None,High,Medium,High,None,Low
Stonewall,Texas,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
Stone,Arkansas,12,Low,None,Medium,Low,Medium,None,Medium,None,High,None,Low
Stone,Missouri,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
Stone,Mississippi,16,High,None,Medium,Low,Medium,High,Low,None,High,None,Low
Stokes,North Carolina,13,Low,None,Low,Low,High,Medium,Low,None,High,None,Low
Stoddard,Missouri,12,Low,None,Medium,Low,Low,None,High,None,High,None,Low
Stillwater,Montana,13,Medium,None,Low,High,High,None,Low,None,Low,None,Medium
Stewart,Tennessee,12,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Low
Stewart,Georgia,13,High,None,Low,Low,Low,Medium,Low,None,High,None,Low
Stevens,Washington,11,High,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Stevens,Minnesota,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Stevens,Kansas,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Steuben,New York,11,Low,None,Low,High,Medium,Low,Low,None,Low,None,Low
Steuben,Indiana,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Sterling,Texas,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
Stephenson,Illinois,11,Low,None,Low,Medium,Low,None,Low,None,High,None,Medium
Stephens,Texas,10,Medium,None,Low,Low,Low,None,Low,None,High,None,Low
Stephens,Oklahoma,13,Low,None,High,Low,Low,Low,Medium,None,High,None,Low
Stephens,Georgia,14,Low,None,High,Low,High,None,Low,None,High,None,Medium
Steele,North Dakota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Steele,Minnesota,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Stearns,Minnesota,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Ste. Genevieve,Missouri,10,Low,None,Low,Low,Low,None,Medium,None,High,None,Low
Staunton,Virginia,9,Low,None,None,Medium,Low,None,Low,None,Medium,None,Medium
Starr,Texas,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
Starke,Indiana,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Stark,North Dakota,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
Stark,Illinois,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Stark,Ohio,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
Stanton,Nebraska,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Stanton,Kansas,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Stanly,North Carolina,15,Low,None,Medium,Low,High,Medium,Low,None,High,None,Medium
Stanley,South Dakota,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
Stanislaus,California,17,High,None,Low,Low,Medium,None,Medium,Medium,High,None,High
Stafford,Virginia,14,Low,None,Medium,Medium,Medium,Medium,Low,None,Medium,None,Medium
Stafford,Kansas,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
St. Tammany,Louisiana,16,High,None,High,Low,Medium,Medium,Low,None,Medium,None,Medium
St. Mary's,Maryland,13,Low,None,Medium,Medium,Low,Medium,Low,None,Medium,None,Medium
St. Mary,Louisiana,14,Low,None,Medium,Low,Medium,High,Low,None,High,None,Low
St. Martin,Louisiana,13,Low,None,Low,Low,Medium,High,Low,None,High,None,Low
St. Lucie,Florida,15,Low,None,High,None,Low,High,Low,None,High,None,High
St. Louis County,Missouri,16,Low,None,High,Medium,Medium,None,Medium,None,High,None,High
St. Louis city,Missouri,15,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,High
St. Louis,Minnesota,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
St. Lawrence,New York,10,Low,None,Low,High,Low,None,Medium,None,Low,None,Low
St. Landry,Louisiana,14,Low,None,Medium,Low,Medium,High,Low,None,High,None,Low
St. Joseph,Michigan,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
St. Joseph,Indiana,11,Low,None,High,High,Low,None,Low,None,Low,None,Low
St. Johns,Florida,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
St. John the Baptist,Louisiana,17,Low,None,High,Low,Medium,High,Low,None,High,None,High
St. James,Louisiana,16,Low,None,Low,Low,High,High,Low,None,High,None,High
St. Helena,Louisiana,15,High,None,Low,Low,Low,High,Low,None,High,None,Medium
St. Francois,Missouri,13,Low,None,High,Medium,Low,None,Medium,None,High,None,Low
St. Francis,Arkansas,14,Low,None,Medium,Low,Medium,None,Medium,None,High,None,High
St. Croix,Wisconsin,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
St. Clair,Illinois,14,Low,None,High,Medium,Medium,None,Medium,None,High,None,Low
St. Clair,Missouri,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
St. Clair,Alabama,14,Low,None,High,Low,Medium,Low,Medium,None,High,None,Low
St. Clair,Michigan,13,Low,None,Medium,Medium,Low,None,Low,None,High,None,High
St. Charles,Missouri,16,Low,None,High,Medium,Medium,None,Medium,None,High,None,High
St. Charles,Louisiana,17,Medium,None,Medium,Low,High,High,Low,None,High,None,Medium
St. Bernard,Louisiana,15,High,None,Low,Low,Medium,High,Low,None,High,None,Low
Spotsylvania,Virginia,10,Low,None,Low,Medium,Low,Low,Low,None,Medium,None,Low
Spokane,Washington,11,Medium,None,Low,Medium,Low,None,Low,None,Medium,None,Medium
Spink,South Dakota,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
Spencer,Indiana,13,Low,None,Low,Low,Medium,None,Medium,None,High,None,High
Spencer,Kentucky,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
Spartanburg,South Carolina,14,Low,None,Medium,Low,High,Medium,Low,None,High,None,Low
Spalding,Georgia,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Southampton,Virginia,12,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,High
Sonoma,California,17,High,None,Low,Low,High,None,High,Low,Medium,None,High
Somervell,Texas,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Somerset,Maine,11,Low,None,Low,High,Low,Low,Medium,None,Low,None,Low
Somerset,New Jersey,13,Low,None,Low,Medium,Medium,Medium,Low,None,Low,None,High
Somerset,Pennsylvania,12,Low,None,Low,High,High,Low,Low,None,Low,None,Low
Somerset,Maryland,12,Low,None,Low,Low,Low,High,Low,None,Low,None,High
Solano,California,14,Low,None,Low,Low,Medium,None,High,Low,Medium,None,High
Socorro,New Mexico,13,Medium,None,Low,Low,Medium,None,Medium,Low,High,None,Low
Snyder,Pennsylvania,16,Low,None,Medium,Medium,High,Medium,Low,None,Medium,None,High
Snohomish,Washington,15,Low,Medium,Low,Medium,Low,None,Medium,None,Medium,Medium,Medium
Smyth,Virginia,14,Low,None,Low,Medium,High,Low,Low,None,High,None,Medium
Smith,Kansas,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Smith,Tennessee,13,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,High
Smith,Texas,15,High,None,High,Low,Low,Medium,Low,None,Medium,None,Medium
Smith,Mississippi,15,Medium,None,High,Low,High,Medium,Low,None,Medium,None,Low
Slope,North Dakota,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Skamania,Washington,12,Medium,High,None,Medium,Low,None,Medium,None,Low,None,Low
Skagit,Washington,11,Low,None,None,Medium,Low,None,Medium,None,Medium,Medium,Low
Siskiyou,California,16,High,Medium,Low,Medium,Medium,None,Medium,None,High,None,Low
Sioux,North Dakota,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Sioux,Iowa,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Sioux,Nebraska,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Simpson,Kentucky,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
Simpson,Mississippi,16,High,None,High,Low,Medium,Medium,Low,None,High,None,Low
Silver Bow,Montana,9,Medium,None,None,Medium,Low,None,Medium,None,Low,None,Low
Sierra,California,15,High,None,Low,High,Low,None,Medium,Low,High,None,Low
Sierra,New Mexico,10,Medium,None,Low,Low,Low,None,Low,None,High,None,Low
Sibley,Minnesota,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Shoshone,Idaho,13,High,None,Low,High,Low,None,Low,None,Medium,None,Medium
Shiawassee,Michigan,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Sherman,Oregon,11,High,None,None,Medium,Low,None,Medium,None,Medium,None,Low
Sherman,Nebraska,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Sherman,Kansas,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Sherman,Texas,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Sheridan,Montana,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Sheridan,North Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Sheridan,Wyoming,12,High,None,Low,High,Medium,None,Low,None,Low,None,Low
Sheridan,Nebraska,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
Sheridan,Kansas,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Sherburne,Minnesota,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
Shenandoah,Virginia,14,Low,None,Low,Medium,High,Medium,Low,None,Medium,None,Medium
Shelby,Iowa,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
Shelby,Ohio,11,Low,None,Low,Medium,Low,None,Medium,None,Medium,None,Medium
Shelby,Kentucky,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Shelby,Missouri,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Shelby,Indiana,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
Shelby,Illinois,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Shelby,Tennessee,16,Low,None,High,Low,Medium,Low,High,None,Medium,None,High
Shelby,Texas,13,Medium,None,High,Low,Low,Medium,Low,None,Medium,None,Low
Shelby,Alabama,15,Low,None,Medium,Low,Medium,Medium,Medium,None,Medium,None,High
Sheboygan,Wisconsin,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
Shawnee,Kansas,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
Shawano,Wisconsin,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Shasta,California,17,High,Medium,None,Medium,Medium,None,Medium,Low,High,None,Medium
Sharp,Arkansas,12,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Low
Sharkey,Mississippi,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
Shannon,South Dakota,11,High,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Shannon,Missouri,9,Low,None,Low,Low,Low,Low,Medium,None,Low,None,Low
Shackelford,Texas,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
Seward,Nebraska,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Seward,Kansas,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
Sevier,Tennessee,12,Low,None,None,Low,High,None,Medium,None,High,None,Medium
Sevier,Utah,16,High,None,Low,Medium,Medium,None,Medium,None,High,Low,Medium
Sevier,Arkansas,11,Medium,None,Medium,Low,Low,None,Low,None,High,None,Low
Sequoyah,Oklahoma,16,Medium,None,High,Low,High,Low,Low,None,High,None,Medium
Sequatchie,Tennessee,15,High,None,Low,Low,High,None,Medium,None,High,None,Medium
Seneca,Ohio,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Seneca,New York,10,Low,None,None,High,Low,Medium,Low,None,Low,None,Low
Seminole,Oklahoma,12,Medium,None,High,Low,Low,None,Low,None,High,None,Low
Seminole,Georgia,13,Low,None,Medium,Low,Low,High,Low,None,High,None,Low
Seminole,Florida,15,Medium,None,High,None,Low,Medium,Low,None,High,None,High
Sedgwick,Colorado,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Sedgwick,Kansas,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
Sebastian,Arkansas,15,Medium,None,High,Low,High,None,Low,None,High,None,Medium
Searcy,Arkansas,13,Low,None,Medium,Low,Medium,Low,Medium,None,High,None,Low
Scurry,Texas,10,Medium,None,Medium,Low,Low,Low,Low,None,Low,None,Low
Screven,Georgia,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Scotts Bluff,Nebraska,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Scott,Iowa,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
Scott,Minnesota,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Scott,Indiana,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Scott,Tennessee,11,Low,None,Low,Low,High,None,Medium,None,Medium,None,Low
Scott,Kansas,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Scott,Illinois,10,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Medium
Scott,Virginia,13,Low,None,Low,Medium,High,None,Medium,None,Medium,None,Medium
Scott,Missouri,14,Low,None,High,Low,Medium,None,High,None,Medium,None,Medium
Scott,Kentucky,10,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Low
Scott,Mississippi,14,Medium,None,High,Low,Medium,Medium,Low,None,Medium,None,Low
Scott,Arkansas,11,Low,None,Low,Low,High,Low,Low,None,Medium,None,Low
Scotland,Missouri,11,Low,None,Low,Medium,Medium,None,Low,None,High,None,Low
Scotland,North Carolina,15,High,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
Scioto,Ohio,14,Low,None,Medium,Medium,Medium,Low,Low,None,Medium,None,High
Schuylkill,Pennsylvania,14,Low,None,Low,Medium,High,Medium,Low,None,Medium,None,Medium
Schuyler,Illinois,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
Schuyler,Missouri,13,Low,None,Medium,Medium,High,None,Low,None,High,None,Low
Schuyler,New York,12,Low,None,Low,High,Low,Low,Low,None,High,None,Low
